Type,Year,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Flag,Actual,W/L
Mark,2025,16,Cooper Sharman,STK,FRE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5.5,0%,57%,,🥇 TIER 1 #1 - KeyF + Mark (90.9% WR) (Need: Lines >5.0),4,1
Disposal,2025,16,Anthony Caminiti,STK,FRE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,13.5,1%,57%,,,14,-1
Disposal,2025,16,Rowan Marshall,STK,FRE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,17.5,3%,50%,,,22,-1
Mark,2025,16,Mason Wood,STK,FRE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,6.5,-4%,50%,#2,🥇 TIER 1 #3 - Wing + Mark (84.6% WR) (Need: Line vs Avg <-20% + Line >4.5),4,1
Disposal,2025,16,Darcy Wilson,STK,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17,-2%,58%,,,12,1
Disposal,2025,16,Mason Wood,STK,FRE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,15.5,-2%,50%,,,15,1
Mark,2025,16,Hayden McLean,SYD,WBD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,-16%,73%,,,4,0
Mark,2025,16,Joel Freijah,WBD,SYD,FwdMid,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,0%,50%,,,7,-1
Mark,2025,16,Aaron Naughton,WBD,SYD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,16%,50%,,,12,-1
Mark,2025,16,Bailey Williams,WBD,SYD,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,13%,38%,,🥇 TIER 1 #3 - Wing + Mark (84.6% WR) (Need: Line vs Avg <-20% + Line >4.5),7,0
Mark,2025,16,Sam Darcy,WBD,SYD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,7.5,-3%,25%,,🥇 TIER 1 #1 - KeyF + Mark (90.9% WR) (Need: Lines >5.0),2,1
Disposal,2025,16,Clay Hall,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,15,-10%,75%,,🥈 TIER 2 #4 - Long Travel + Disposal (77.8% WR) (Need: <-10% Avg vs Line),22,-1
Disposal,2025,16,Tyler Brockman,WCE,COL,SmF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,15,-13%,55%,,🥈 TIER 2 #4 - Long Travel + Disposal (77.8% WR) (Need: <-10% Avg vs Line),10,1
Tackle,2025,16,Elijah Hewett,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4.5,16%,40%,,🥈 TIER 2 #5 - Strong DvP + Tackle (73.7% WR),1,1
Tackle,2025,16,Jack Graham,WCE,COL,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,11%,46%,,🥈 TIER 2 #5 - Strong DvP + Tackle (73.7% WR),8,-1
Disposal,2025,16,Elijah Hewett,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17,-8%,67%,,,16,1
Disposal,2025,16,Harley Reid,WCE,COL,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,18.5,-4%,64%,,,17,1
Disposal,2025,16,Jamie Cripps,WCE,COL,MedF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,11,3%,42%,,,7,1
Disposal,2025,16,Tim Kelly,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,15,8%,55%,,,12,1
Disposal,2025,16,Jack Graham,WCE,COL,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,19,2%,54%,,,19,0
Disposal,2025,16,Brady Hough,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,15.5,-7%,70%,,,27,-1
Disposal,2025,16,Jack Williams,WCE,COL,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,9,2%,55%,,,11,-1
Disposal,2025,16,Liam Baker,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,21,7%,36%,,,35,-1
Disposal,2025,16,Liam Duggan,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,20,4%,64%,,,27,-1
Disposal,2025,16,Liam Ryan,WCE,COL,MedF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,11.5,2%,58%,,,12,-1
Disposal,2025,16,Reuben Ginbey,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,11.5,12%,64%,,,15,-1
Disposal,2025,16,Ryan Maric,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17.5,20%,21%,,,21,-1
Disposal,2025,16,Tom McCarthy,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,24.5,0%,27%,,,29,-1
Disposal,2025,16,Sandy Brock,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,10.5,-1%,50%,,,13,-1
Disposal,2025,16,Jayden Hunt,WCE,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,13.5,-3%,50%,,,1,1
Disposal,2025,16,Matt Flynn,WCE,COL,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,12.5,7%,40%,,,15,-1
Mark,2025,17,Riley Thilthorpe,ADE,MEL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,-4%,50%,1,KeyF + Mark + Line >5.0,5,1
Mark,2025,17,Josh Worrell,ADE,MEL,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,6,-11%,80%,,,5,1
Mark,2025,17,Mitchell Hinge,ADE,MEL,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,6,-13%,72%,,,2,1
Mark,2025,17,Rory Laird,ADE,MEL,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,6.5,-8%,57%,,,4,1
Mark,2025,17,Darcy Fogarty,ADE,MEL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,3%,50%,,,6,-1
Mark,2025,17,Harris Andrews,BRL,PTA,KeyD,✅ Neutral,✅ Neutral,✅ Neutral,7,5%,53%,,,10,-1
Mark,2025,17,Dayne Zorko,BRL,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,7,1%,53%,7,,5,1
Mark,2025,17,Jarrod Berry,BRL,PTA,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6.5,-6%,57%,6,Wing + Mark + Avg <20% + Line >4.5,7,-1
Mark,2025,17,Jaspa Fletcher,BRL,PTA,GenDD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,8%,47%,6,Wing + Mark + Avg <20% + Line >4.5,8,-1
Mark,2025,17,Logan Morris,BRL,PTA,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,5,-16%,71%,,,2,1
Mark,2025,17,Eric Hipwood,BRL,PTA,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,4.5,8%,53%,,,5,-1
Mark,2025,17,Blake Acres,CAR,COL,FwdMid,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,-17%,77%,6,Wing + Mark + Avg <20% + Line >4.5,7,-1
Disposal,2025,17,George Hewett,CAR,COL,InsM,✅ Neutral,✅ Neutral,✅ Neutral,27.5,2%,47%,4,Disposal + Neutral Weather + Line >27,18,1
Mark,2025,17,Nick Haynes,CAR,COL,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,8.5,5%,47%,#7,,6,1
Tackle,2025,17,Adam Cerra,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,1%,67%,5,Strong/Moderate DvP + Tackle + Avg <18%,3,1
Tackle,2025,17,Jesse Motlop,CAR,COL,SmF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,-7%,47%,5,Strong/Moderate DvP + Tackle + Avg <18%,2,1
Tackle,2025,17,Patrick Cripps,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.5,4%,47%,5,Strong/Moderate DvP + Tackle + Avg <18%,3,1
Tackle,2025,17,George Hewett,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.5,15%,33%,5,Strong/Moderate DvP + Tackle + Avg <18%,7,-1
Tackle,2025,17,Cooper Lord,CAR,COL,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-6%,64%,,,2,1
Mark,2025,17,Charlie Curnow,CAR,COL,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,4%,50%,1,KeyF + Mark + Line >5.0,9,-1
Disposal,2025,17,Josh Daicos,COL,CAR,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,28.5,-2%,40%,4,Disposal + Neutral Weather + Line >27,27,1
Disposal,2025,17,Nick Daicos,COL,CAR,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,29.5,0%,47%,4,Disposal + Neutral Weather + Line >27,36,-1
Mark,2025,17,Brody Mihocek,COL,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,12%,54%,#2,,5,-1
Mark,2025,17,Tim Membrey,COL,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,11%,50%,#2,,6,-1
Mark,2025,17,Isaac Quaynor,COL,CAR,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,3%,50%,#7,,9,-1
Mark,2025,17,Peter Wright,ESS,GCS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-2%,60%,1,KeyF + Mark + Line >5.0,1,1
Mark,2025,17,Xavier Duursma,ESS,GCS,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,14%,50%,,,5,-1
Disposal,2025,17,Jye Caldwell,ESS,GCS,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,27.5,-2%,50%,4,Disposal + Neutral Weather + Line >27,15,1
Disposal,2025,17,Zach Merrett,ESS,GCS,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,27.5,-1%,50%,4,Disposal + Neutral Weather + Line >27,40,-1
Mark,2025,17,Archie Roberts,ESS,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,16%,36%,,,2,1
Mark,2025,17,Nic Martin,ESS,GCS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,9%,50%,,,4,1
Disposal,2025,17,Brennan Cox,FRE,SYD,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,12,-4%,53%,,,6,1
Disposal,2025,17,Heath Chapman,FRE,SYD,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,15.5,-10%,71%,,,13,1
Disposal,2025,17,Jordan Clark,FRE,SYD,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,26,-4%,67%,,,13,1
Disposal,2025,17,Sean Darcy,FRE,SYD,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,10.5,-25%,86%,,,10,1
Disposal,2025,17,Luke Ryan,FRE,SYD,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,22,-3%,60%,,,21,1
Disposal,2025,17,Luke Jackson,FRE,SYD,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,18,1%,50%,,,13,1
Mark,2025,17,Brennan Cox,FRE,SYD,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,5,5%,53%,,,2,1
Disposal,2025,17,Nathan O'Driscoll,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,18.5,-15%,67%,8,Long Travel + Avg ≤-10%,26,-1
Disposal,2025,17,Matthew Johnson,FRE,SYD,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,17.5,8%,40%,,,20,-1
Tackle,2025,17,Andrew Brayshaw,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6,11%,47%,,,3,1
Tackle,2025,17,Caleb Serong,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4.5,5%,66%,,,3,1
Disposal,2025,17,Andrew Brayshaw,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,28.5,-1%,33%,4,Disposal + Neutral Weather + Line >27,24,1
Disposal,2025,17,Caleb Serong,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,27.5,-4%,47%,4,Disposal + Neutral Weather + Line >27,11,1
Mark,2025,17,Jordan Clark,FRE,SYD,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6.5,-10%,80%,,,2,1
Disposal,2025,17,Murphy Reid,FRE,SYD,SmF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,14.5,-5%,47%,,,15,-1
Disposal,2025,17,Josh Treacy,FRE,SYD,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,11,3%,53%,,,11,0
Mark,2025,17,Luke Ryan,FRE,SYD,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,-7%,80%,,,7,0
Disposal,2025,17,Corey Wagner,FRE,SYD,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,14.5,4%,50%,,,22,-1
Disposal,2025,17,Karl Worner,FRE,SYD,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,14.5,-6%,50%,,,16,-1
Tackle,2025,17,Luke Jackson,FRE,SYD,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4,-8%,67%,2,Tackle + Moderate Travel + Avg <5%,5,-1
Disposal,2025,17,Patrick Voss,FRE,SYD,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,9.5,7%,36%,,,6,1
Tackle,2025,17,Corey Wagner,FRE,SYD,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.5,29%,50%,,,6,-1
Tackle,2025,17,Matthew Johnson,FRE,SYD,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,-11%,60%,2,Tackle + Moderate Travel + Avg <5%,1,1
Tackle,2025,17,Matt Rowell,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,9,-7%,71%,2,Tackle + Moderate Travel + Avg <5%,17,-1
Tackle,2025,17,Touk Miller,GCS,ESS,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4,-2%,64%,2,Tackle + Moderate Travel + Avg <5%,7,-1
Mark,2025,17,Wil Powell,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6,-8%,93%,7,GenD + Mark + Avg <2%,5,1
Disposal,2025,17,Mac Andrew,GCS,ESS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,12.5,-3%,46%,,,42,1
Disposal,2025,17,Brayden Fiorini,GCS,ESS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,19.5,0%,71%,,,20,-1
Disposal,2025,17,Lachie Weller,GCS,ESS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,15,-7%,67%,,,17,-1
Mark,2025,17,Daniel Rioli,GCS,ESS,GenDD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,5,-23%,86%,3,Des + Mark + Avg <-10%,3,1
Disposal,2025,17,Noah Anderson,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,30.5,0%,50%,4,Disposal + Neutral Weather + Line >27,30,1
Mark,2025,17,John Noble,GCS,ESS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,5.5,-9%,64%,7,,4,1
Disposal,2025,17,Ben King,GCS,ESS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,8,-9%,57%,,,6,1
Mark,2025,17,Bodhi Uwland,GCS,ESS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,5.5,-13%,64%,7,GenD + Mark + Avg <2%,9,-1
Disposal,2025,17,Ben Long,GCS,ESS,SmF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11.5,-2%,62%,,,8,1
Disposal,2025,17,Bodhi Uwland,GCS,ESS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,17.5,-9%,71%,,,16,1
Disposal,2025,17,Daniel Rioli,GCS,ESS,GenDD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,20,-2%,57%,,,19,1
Mark,2025,17,Joel Jeffrey,GCS,ESS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6,-4%,78%,7,GenD + Mark + Avg <2%,10,-1
Disposal,2025,17,Matt Rowell,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,25.5,-1%,50%,,,15,1
Disposal,2025,17,Touk Miller,GCS,ESS,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,25.5,3%,57%,,,25,1
Tackle,2025,17,Bailey Humphrey,GCS,ESS,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,13%,71%,,,4,0
Disposal,2025,17,Ben Ainsworth,GCS,ESS,SmF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,14,-1%,46%,,,14,0
Disposal,2025,17,Jed Walter,GCS,ESS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,8.5,-15%,69%,8,Long Travel + Avg ≤-10%,10,-1
Disposal,2025,17,Bailey Humphrey,GCS,ESS,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,16.5,-1%,50%,,,18,-1
Disposal,2025,17,Sam Clohesy,GCS,ESS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,16.5,-4%,54%,,,15,1
Disposal,2025,17,Joel Jeffrey,GCS,ESS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,18,-1%,64%,,,32,-1
Disposal,2025,17,John Noble,GCS,ESS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,25,0%,43%,,,29,-1
Disposal,2025,17,Sam Flanders,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,22,10%,35%,,,24,-1
Disposal,2025,17,Wil Powell,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,16,-5%,50%,,,20,-1
Mark,2025,17,Harry Sheezel,NTH,WBD,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,-4%,47%,,,3,1
Mark,2025,17,Nasiah Wanganeen-Milera,STK,HAW,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.5,-13%,53%,3,Des + Mark + Avg <-10%,6,1
Mark,2025,17,Jeremy Cameron,GEE,RIC,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,6,-8%,60%,,,11,-1
Mark,2025,17,Connor O'Sullivan,GEE,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,7,-14%,78%,,,4,1
Mark,2025,17,Lawson Humphries,GEE,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,7,-17%,78%,,,5,1
Mark,2025,17,Oisin Mullin,GEE,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,5,-33%,86%,,,1,1
Mark,2025,17,Tom Stewart,GEE,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,9,-10%,60%,,,5,1
Disposal,2025,17,Max Holmes,GEE,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,28.5,-8%,60%,,,36,-1
Mark,2025,17,Gryan Miers,GEE,RIC,SmF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,7.5,-8%,54%,,,5,-1
Mark,2025,17,Shannon Neale,GEE,RIC,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,-16%,53%,,,8,-1
Mark,2025,17,Zach Guthrie,GEE,RIC,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,7,-13%,80%,,,14,-1
Disposal,2025,17,Leek Aleer,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,10,-30%,80%,8,Long Travel + Avg ≤-10%,9,1
Disposal,2025,17,Kieran Briggs,GWS,WCE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,12.5,-17%,73%,8,Long Travel + Avg ≤-10%,10,1
Disposal,2025,17,Jack Buckley,GWS,WCE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,13,-4%,60%,,,12,1
Tackle,2025,17,Josh Kelly,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,4,16%,36%,,,5,-1
Disposal,2025,17,Finn Callaghan,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,27.5,-1%,60%,4,Disposal + Neutral Weather + Line >27,37,-1
Disposal,2025,17,Tom Green,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,31,0%,60%,4,Disposal + Neutral Weather + Line >27,35,-1
Mark,2025,17,Connor Idun,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,0%,57%,7,GenD + Mark + Avg <2%,10,-1
Mark,2025,17,Harry Himmelberg,GWS,WCE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6,1%,53%,7,GenD + Mark + Avg <2%,9,-1
Mark,2025,17,Aaron Cadman,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,6,-23%,78%,1,KeyF + Mark + Line >5.0,7,-1
Disposal,2025,17,Harry Rowston,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,19.5,-31%,67%,8,Long Travel + Avg ≤-10%,12,1
Disposal,2025,17,Jake Riccardi,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,14.5,-10%,46%,8,Long Travel + Avg ≤-10%,12,1
Disposal,2025,17,Lachie Ash,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,30,-3%,60%,4,Disposal + Neutral Weather + Line >27,29,-1
Disposal,2025,17,Harry Himmelberg,GWS,WCE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,18.5,-1%,53%,,,21,-1
Disposal,2025,17,Jake Stringer,GWS,WCE,MedF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11,-15%,75%,8,Long Travel + Avg ≤-10%,14,-1
Mark,2025,17,Jake Riccardi,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,5,-13%,73%,#7,,3,1
Mark,2025,17,Lachie Ash,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6.5,3%,53%,#7,,5,1
Disposal,2025,17,Toby Greene,GWS,WCE,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,18.5,-9%,71%,,,18,1
Disposal,2025,17,Connor Idun,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,18.5,4%,47%,,,20,-1
Disposal,2025,17,Joe Fonti,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,14,-19%,75%,8,Long Travel + Avg ≤-10%,16,-1
Disposal,2025,17,Xavier O'Halloran,GWS,WCE,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,17,-21%,78%,8,Long Travel + Avg ≤-10%,27,-1
Tackle,2025,17,Finn Callaghan,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,6,-10%,45%,2,Tackle + Moderate Travel + Avg <5%,1,1
Tackle,2025,17,Harry Rowston,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,5,-10%,45%,2,Tackle + Moderate Travel + Avg <5%,2,1
Tackle,2025,17,Toby Bedford,GWS,WCE,SmF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,6,2%,64%,2,Tackle + Moderate Travel + Avg <5%,3,1
Tackle,2025,17,Darcy Jones,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.5,4%,50%,2,Tackle + Moderate Travel + Avg <5%,4,-1
Tackle,2025,17,Tom Green,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,4.5,-16%,71%,2,Tackle + Moderate Travel + Avg <5%,0,1
Disposal,2025,17,Josh Kelly,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,21.5,8%,45%,,,27,-1
Disposal,2025,17,Aaron Cadman,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,10,-7%,80%,,,11,-1
Disposal,2025,17,Callum Brown,GWS,WCE,MedFF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,12.5,-7%,54%,,,16,-1
Disposal,2025,17,Darcy Jones,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,14.5,-1%,47%,,,17,-1
Mark,2025,17,Nathan Broad,RIC,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.5,-5%,60%,7,GenD + Mark + Avg <2%,6,1
Mark,2025,17,Harry Morrison,HAW,STK,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,-7%,73%,6,Wing + Mark + Avg <20% + Line >4.5,8,-1
Mark,2025,17,Jack Gunston,HAW,STK,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,2%,50%,1,KeyF + Mark + Line >5.0,5,1
Mark,2025,17,Jarman Impey,HAW,STK,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5,-10%,75%,,,7,-1
Mark,2025,17,Josh Battle,HAW,STK,KeyD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6,-8%,78%,,,9,-1
Mark,2025,17,Karl Amon,HAW,STK,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5,-11%,71%,,,7,-1
Tackle,2025,17,Christian Petracca,MEL,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,11%,53%,5,Strong/Moderate DvP + Tackle + Avg <18%,2,1
Tackle,2025,17,Clayton Oliver,MEL,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,-6%,71%,5,Strong/Moderate DvP + Tackle + Avg <18%,5,1
Tackle,2025,17,Jack Viney,MEL,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,2%,70%,5,Strong/Moderate DvP + Tackle + Avg <18%,9,-1
Mark,2025,17,Christian Salem,MEL,ADE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,27%,33%,,,10,-1
Mark,2025,17,Jake Bowey,MEL,ADE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,20%,40%,,,5,-1
