Type,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Flag,Actual,W/L
Mark,12,Oliver Dempsey,GEE,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,5,-20%,91%,,🟡 CONSIDER,2,1
Tackle,12,Tom Atkins,GEE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,8.5,17%,36%,,🟢 STRONG BET,10,-1
Mark,17,Nasiah Wanganeen-Milera,STK,HAW,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.5,-13%,53%,3,Des + Mark + Avg <-10%,6,1
Mark,18,Lawson Humphries,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,-4%,53%,3,GenD + Mark + Avg <0% + No Easy DvP + Line >5,4,1
Mark,12,Jeremy Cameron,GEE,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,7,-18%,64%,,🟡 CONSIDER,7,0
Disposal,12,Oliver Dempsey,GEE,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,17.5,-3%,55%,,🟢 STRONG BET,14,1
Mark,14,Jeremy Cameron,GEE,ESS,KeyF,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,7,-20%,70%,,🟢 AUTO-BET - KeyF Mark (Priority #1),6,1
Mark,14,Zach Guthrie,GEE,ESS,GenD,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,6,3%,77%,,,8,-1
Mark,14,Jack Henry,GEE,ESS,KeyD,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,6.5,12%,63%,,,4,1
Mark,14,Mark O'Connor,GEE,ESS,GenD,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,4.5,25%,46%,,,12,-1
Mark,14,Connor O'Sullivan,GEE,ESS,KeyD,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,5,20%,50%,,,10,-1
Mark,15,Lawson Humphries,GEE,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,8%,46%,,,4,1
Mark,15,Zach Guthrie,GEE,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,5%,71%,,,3,1
Mark,15,Mark O'Connor,GEE,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,1%,64%,,,3,1
Mark,17,Jeremy Cameron,GEE,RIC,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,6,-8%,60%,,,11,-1
Mark,17,Connor O'Sullivan,GEE,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,7,-14%,78%,,,4,1
Mark,17,Lawson Humphries,GEE,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,7,-17%,78%,,,5,1
Mark,17,Oisin Mullin,GEE,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,5,-33%,86%,,,1,1
Mark,17,Tom Stewart,GEE,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,9,-10%,60%,,,5,1
Tackle,12,Max Holmes,GEE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,4%,64%,,🟢 STRONG BET,3,1
Tackle,12,Bailey Smith,GEE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6,-2%,50%,,🟢 STRONG BET,4,1
Disposal,17,Max Holmes,GEE,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,28.5,-8%,60%,,,36,-1
Mark,17,Gryan Miers,GEE,RIC,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,7.5,-8%,54%,,,5,-1
Mark,17,Shannon Neale,GEE,RIC,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,-16%,53%,,,8,-1
Mark,17,Zach Guthrie,GEE,RIC,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,7,-13%,80%,,,14,-1
Mark,18,Jeremy Cameron,GEE,GWS,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,2%,44%,1,KeyF + Mark + Line >5.0 + No Easy DvP,2,1
Tackle,18,Max Holmes,GEE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,3.5,0%,63%,2,Tackle + Strong Unders DvP + No Rain + Avg <15%,3,1
Tackle,18,Tom Atkins,GEE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,8.5,-14%,38%,2,Tackle + Strong Unders DvP + No Rain + Avg <15%,6,1
Mark,14,Josh Worrell,ADE,HAW,GenD,✅ Neutral,✅ Neutral,✅ Neutral,5.5,-11%,54%,,,5,1
Disposal,18,Brad Close,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,12.5,2%,50%,,SKIP - No Strategy,14,-1
Disposal,18,Connor O'Sullivan,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,13.5,2%,60%,,SKIP - No Strategy,18,-1
Disposal,18,Gryan Miers,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,23.5,7%,57%,,SKIP - No Strategy,22,1
Disposal,18,Jeremy Cameron,GEE,GWS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,14,1%,25%,,SKIP - No Strategy,5,1
Disposal,18,Lawson Humphries,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,16,-10%,40%,,SKIP - No Strategy,13,1
Disposal,18,Mark Blicavs,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,13.5,2%,53%,,SKIP - No Strategy,22,-1
Disposal,18,Mark O'Connor,GEE,GWS,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,16,5%,56%,,SKIP - No Strategy,9,1
Disposal,18,Max Holmes,GEE,GWS,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,29,8%,56%,,SKIP - No Strategy,17,1
Disposal,18,Oliver Dempsey,GEE,GWS,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,16.5,2%,56%,,SKIP - No Strategy,18,-1
Disposal,18,Patrick Dangerfield,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,14,-2%,50%,,SKIP - No Strategy,7,1
Disposal,18,Rhys Stanley,GEE,GWS,Ruck,✅ Neutral,✅ Neutral,🔷 Moderate Easy,12,7%,64%,,SKIP - No Strategy,6,1
Disposal,18,Shannon Neale,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,9.5,13%,69%,,SKIP - No Strategy,7,1
Disposal,18,Shaun Mannagh,GEE,GWS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,17.5,-3%,39%,,SKIP - No Strategy,15,1
Disposal,18,Tom Atkins,GEE,GWS,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,19.5,4%,56%,,SKIP - No Strategy,18,1
Disposal,18,Tom Stewart,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,20.5,13%,46%,,SKIP - No Strategy,29,-1
Disposal,18,Zach Guthrie,GEE,GWS,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16.5,-9%,38%,,SKIP - No Strategy,17,-1
Mark,18,Gryan Miers,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,7,3%,50%,,SKIP - No Strategy,3,1
Mark,18,Mark O'Connor,GEE,GWS,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,-7%,50%,,SKIP - No Strategy,1,1
Mark,18,Oliver Dempsey,GEE,GWS,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4,9%,44%,,SKIP - No Strategy,6,-1
Mark,18,Shannon Neale,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,4.5,11%,50%,,SKIP - No Strategy,4,1
Mark,18,Zach Guthrie,GEE,GWS,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,-16%,50%,,SKIP - No Strategy,3,1
Tackle,18,Gryan Miers,GEE,GWS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,11%,57%,,SKIP - No Strategy,3,0
Tackle,18,Shaun Mannagh,GEE,GWS,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-19%,31%,,SKIP - No Strategy,2,1
Mark,14,Jarrod Berry,BRL,GWS,GenD,✅ Neutral,✅ Neutral,🔴 Strong Unders,6,-1%,58%,,,5,1
Mark,18,Rory Laird,ADE,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-6%,60%,3,GenD + Mark + Avg <0% + No Easy DvP + Line >5,5,1
Disposal,10,Tom Green,GWS,FRE,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,30.5,9%,25%,,,25,1
Disposal,10,Finn Callaghan,GWS,FRE,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,26.5,2%,50%,,,24,1
Disposal,10,Jesse Hogan,GWS,FRE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,12.5,3%,75%,,,11,1
Mark,11,Harry Himmelberg,GWS,CAR,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,15%,40%,,,4,1
Disposal,11,Harry Himmelberg,GWS,CAR,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,18,7%,50%,,,19,-1
Disposal,11,Jack Buckley,GWS,CAR,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,12.5,-2%,50%,,,8,1
Disposal,11,Toby Bedford,GWS,CAR,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,12.5,-18%,67%,,,11,1
Mark,11,Sam Taylor,GWS,CAR,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,0%,60%,,,7,-1
Mark,11,Lachie Whitfield,GWS,CAR,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,7,6%,50%,,,5,1
Mark,11,Connor Idun,GWS,CAR,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,7,1%,50%,,,5,1
Mark,12,Jesse Hogan,GWS,RIC,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.5,-15%,75%,,🟡 CONSIDER,4,1
Mark,12,Harry Himmelberg,GWS,RIC,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.5,0%,50%,,🟡 CONSIDER,4,1
Mark,14,Lachie Whitfield,GWS,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,21%,46%,,,5,1
Mark,14,Lachie Ash,GWS,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,14%,53%,,,7,-1
Mark,14,Connor Idun,GWS,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.5,4%,46%,,🟢 AUTO-BET - GenD Mark (Priority #3),6,1
Mark,14,Jesse Hogan,GWS,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,20%,60%,,,12,-1
Mark,15,Aaron Cadman,GWS,GCS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,0%,57%,,,3,1
Mark,15,Jesse Hogan,GWS,GCS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,21%,55%,,,7,-1
Mark,15,Lachie Whitfield,GWS,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,18%,50%,,,1,1
Mark,15,Connor Idun,GWS,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.5,3%,50%,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),10,-1
Mark,15,Harry Himmelberg,GWS,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,17%,38%,,,1,1
Mark,15,Lachie Ash,GWS,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.5,6%,50%,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),4,1
Disposal,17,Leek Aleer,GWS,WCE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,10,-30%,80%,8,Long Travel + Avg ≤-10%,9,1
Disposal,17,Kieran Briggs,GWS,WCE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,12.5,-17%,73%,8,Long Travel + Avg ≤-10%,10,1
Disposal,17,Jack Buckley,GWS,WCE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,13,-4%,60%,,,12,1
Tackle,17,Josh Kelly,GWS,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,4,16%,36%,,,5,-1
Disposal,17,Finn Callaghan,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,27.5,-1%,60%,4,Disposal + Neutral Weather + Line >27,37,-1
Disposal,17,Tom Green,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,31,0%,60%,4,Disposal + Neutral Weather + Line >27,35,-1
Mark,17,Connor Idun,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,0%,57%,7,GenD + Mark + Avg <2%,10,-1
Mark,17,Harry Himmelberg,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6,1%,53%,7,GenD + Mark + Avg <2%,9,-1
Mark,17,Aaron Cadman,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,6,-23%,78%,1,KeyF + Mark + Line >5.0,7,-1
Disposal,17,Harry Rowston,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,19.5,-31%,67%,8,Long Travel + Avg ≤-10%,12,1
Disposal,17,Jake Riccardi,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,14.5,-10%,46%,8,Long Travel + Avg ≤-10%,12,1
Disposal,17,Lachie Ash,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,30,-3%,60%,4,Disposal + Neutral Weather + Line >27,29,-1
Disposal,17,Harry Himmelberg,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,18.5,-1%,53%,,,21,-1
Disposal,17,Jake Stringer,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11,-15%,75%,8,Long Travel + Avg ≤-10%,14,-1
Mark,17,Jake Riccardi,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,5,-13%,73%,#7,,3,1
Mark,17,Lachie Ash,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6.5,3%,53%,#7,,5,1
Disposal,17,Toby Greene,GWS,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,18.5,-9%,71%,,,18,1
Disposal,17,Connor Idun,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,18.5,4%,47%,,,20,-1
Disposal,17,Joe Fonti,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,14,-19%,75%,8,Long Travel + Avg ≤-10%,16,-1
Disposal,17,Xavier O'Halloran,GWS,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,17,-21%,78%,8,Long Travel + Avg ≤-10%,27,-1
Tackle,17,Finn Callaghan,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,6,-10%,45%,2,Tackle + Moderate Travel + Avg <5%,1,1
Tackle,17,Harry Rowston,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,5,-10%,45%,2,Tackle + Moderate Travel + Avg <5%,2,1
Tackle,17,Toby Bedford,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,6,2%,64%,2,Tackle + Moderate Travel + Avg <5%,3,1
Tackle,17,Darcy Jones,GWS,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.5,4%,50%,2,Tackle + Moderate Travel + Avg <5%,4,-1
Tackle,17,Tom Green,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,4.5,-16%,71%,2,Tackle + Moderate Travel + Avg <5%,0,1
Disposal,17,Josh Kelly,GWS,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,21.5,8%,45%,,,27,-1
Disposal,17,Aaron Cadman,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,10,-7%,80%,,,11,-1
Disposal,17,Callum Brown,GWS,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,12.5,-7%,54%,,,16,-1
Disposal,17,Darcy Jones,GWS,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,14.5,-1%,47%,,,17,-1
Mark,17,Nathan Broad,RIC,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.5,-5%,60%,7,GenD + Mark + Avg <2%,6,1
Mark,15,Connor Rozee,PTA,SYD,GenD,✅ Neutral,✅ Neutral,✅ Neutral,5.5,-11%,62%,,,4,1
Mark,15,Jack Sinclair,STK,COL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,5.5,-11%,62%,,,3,1
Disposal,18,Aaron Cadman,GWS,GEE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,9.5,1%,56%,,SKIP - No Strategy,15,-1
Disposal,18,Callum Brown,GWS,GEE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,12.5,-4%,50%,,SKIP - No Strategy,15,-1
Disposal,18,Connor Idun,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,18.5,-4%,44%,,SKIP - No Strategy,13,1
Disposal,18,Darcy Jones,GWS,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,14.5,0%,47%,,SKIP - No Strategy,15,-1
Disposal,18,Finn Callaghan,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,27.5,-3%,46%,,SKIP - No Strategy,29,-1
Disposal,18,Harry Himmelberg,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,18.5,0%,50%,,SKIP - No Strategy,15,1
Disposal,18,Harry Rowston,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,16.5,27%,50%,,SKIP - No Strategy,20,-1
Disposal,18,Jack Buckley,GWS,GEE,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,12.5,0%,56%,,SKIP - No Strategy,12,1
Disposal,18,Jake Riccardi,GWS,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,13,1%,50%,,SKIP - No Strategy,10,1
Disposal,18,Jake Stringer,GWS,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,10.5,6%,56%,,SKIP - No Strategy,11,-1
Disposal,18,Joe Fonti,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,12,1%,56%,,SKIP - No Strategy,15,-1
Disposal,18,Josh Kelly,GWS,GEE,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,21.5,-9%,42%,,SKIP - No Strategy,15,1
Disposal,18,Kieren Briggs,GWS,GEE,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,13,26%,75%,,SKIP - No Strategy,14,-1
Disposal,18,Lachie Ash,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,29.5,1%,56%,,SKIP - No Strategy,27,1
Disposal,18,Leek Aleer,GWS,GEE,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,10,13%,83%,,SKIP - No Strategy,16,-1
Disposal,18,Ryan Angwin,GWS,GEE,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,16.5,-18%,50%,,SKIP - No Strategy,12,1
Disposal,18,Toby Bedford,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,11,-1%,47%,,SKIP - No Strategy,9,1
Disposal,18,Toby Greene,GWS,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,17.5,3%,53%,,SKIP - No Strategy,11,1
Disposal,18,Tom Green,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,30.5,-2%,40%,,SKIP - No Strategy,24,1
Disposal,18,Xavier O'Halloran,GWS,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,16.5,16%,67%,,SKIP - No Strategy,15,1
Mark,18,Aaron Cadman,GWS,GEE,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,10%,56%,,SKIP - No Strategy,8,-1
Mark,18,Jack Buckley,GWS,GEE,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,5.5,-7%,50%,,SKIP - No Strategy,5,1
Mark,18,Jake Riccardi,GWS,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,4.5,6%,67%,,SKIP - No Strategy,5,-1
Tackle,18,Darcy Jones,GWS,GEE,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-5%,47%,,SKIP - No Strategy,6,-1
Tackle,18,Finn Callaghan,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,6,35%,62%,,SKIP - No Strategy,2,1
Tackle,18,Harry Rowston,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,23%,50%,,SKIP - No Strategy,0,1
Tackle,18,Josh Kelly,GWS,GEE,Wing,✅ Neutral,✅ Neutral,✅ Neutral,4,-14%,25%,,SKIP - No Strategy,2,1
Tackle,18,Ryan Angwin,GWS,GEE,Wing,✅ Neutral,✅ Neutral,✅ Neutral,6,71%,100%,,SKIP - No Strategy,5,1
Tackle,18,Toby Bedford,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,6,1%,40%,,SKIP - No Strategy,2,1
Tackle,18,Tom Green,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,13%,47%,,SKIP - No Strategy,4,0
Tackle,11,Nick Watson,HAW,BRL,GenF,✅ Neutral,🔵 Avoid (Rain),🟡 Slight Unders,2.5,4%,60%,,,0,1
Disposal,11,Josh Battle,HAW,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,17.5,8%,50%,,,23,-1
Disposal,11,Connor Macdonald,HAW,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,15,-13%,75%,,,20,-1
Mark,11,Josh Battle,HAW,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,4%,50%,,,6,-1
Disposal,12,Tom Barrass,HAW,COL,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,11,-5%,50%,,,9,1
Mark,12,Tom Stewart,GEE,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,7.5,-27%,63%,,🟡 CONSIDER,7,1
Disposal,12,Karl Amon,HAW,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,23.5,3%,50%,,,22,1
Disposal,12,Josh Battle,HAW,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,18,11%,40%,,,15,1
Disposal,12,James Sicily,HAW,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,21,-4%,60%,,,6,1
Disposal,12,Lloyd Meek,HAW,COL,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13.5,-5%,60%,,🟡 CONSIDER,15,-1
Disposal,12,Dylan Moore,HAW,COL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,17,-5%,60%,,🟡 CONSIDER,18,-1
Tackle,12,James Worpel,HAW,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,10%,70%,,🟡 CONSIDER - Strong DvP Tackles,4,1
Tackle,12,Jai Newcombe,HAW,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,16%,60%,,🟡 CONSIDER - Strong DvP Tackles,3,1
Tackle,12,Lloyd Meek,HAW,COL,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4,-10%,70%,,🟢 STRONG BET,4,0
Mark,12,James Sicily,HAW,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,3%,70%,,,3,1
Mark,14,Massimo D'Ambrosio,HAW,ADE,GenD,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,4,10%,75%,,,1,1
Mark,14,Harry Morrison,HAW,ADE,Wing,🟡 Slight (Short Break),✅ Neutral,🟠 Moderate Unders,4.5,0%,50%,,🟢 AUTO-BET - Wing Mark (Priority #4),5,-1
Mark,14,Josh Battle,HAW,ADE,KeyD,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,5.5,6%,50%,,,3,1
Mark,14,Karl Amon,HAW,ADE,Wing,🟡 Slight (Short Break),✅ Neutral,🟠 Moderate Unders,4,15%,50%,,🟢 AUTO-BET - Wing Mark (Priority #4),3,1
Mark,16,Karl Amon,HAW,NTH,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,27%,46%,,,4,-1
Mark,16,Jack Gunston,HAW,NTH,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.5,4%,45%,,🥇 TIER 1 #1 - KeyF + Mark (90.9% WR) (Need: Lines >5.0),4,1
Mark,17,Harry Morrison,HAW,STK,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,-7%,73%,6,Wing + Mark + Avg <20% + Line >4.5,8,-1
Mark,17,Jack Gunston,HAW,STK,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,2%,50%,1,KeyF + Mark + Line >5.0,5,1
Mark,17,Jarman Impey,HAW,STK,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5,-10%,75%,,,7,-1
Mark,17,Josh Battle,HAW,STK,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6,-8%,78%,,,9,-1
Mark,17,Karl Amon,HAW,STK,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5,-11%,71%,,,7,-1
Disposal,18,Blake Hardwick,HAW,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,14,5%,56%,,SKIP - No Strategy,13,1
Disposal,18,Cam Mackenzie,HAW,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,16.5,-5%,46%,,SKIP - No Strategy,8,1
Disposal,18,Changkuoth Jiath,HAW,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,15.5,-4%,54%,,SKIP - No Strategy,9,1
Disposal,18,Connor Macdonald,HAW,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,14.5,5%,50%,,SKIP - No Strategy,14,1
Disposal,18,Conor Nash,HAW,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,17,2%,42%,,SKIP - No Strategy,22,-1
Disposal,18,Dylan Moore,HAW,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17,-2%,31%,,SKIP - No Strategy,17,0
Disposal,18,Harry Morrison,HAW,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,16,-6%,44%,,SKIP - No Strategy,18,-1
Disposal,18,Jack Ginnivan,HAW,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17,-2%,47%,,SKIP - No Strategy,27,-1
