Type,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Tier,Bet Flag,Actual,W/L
Disposal,18,Riley Thilthorpe,ADE,WBD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,13.5,+0.5%,50.00%,,,SKIP - No Strategy,17,-1
Disposal,18,Rory Laird,ADE,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,25,+4.2%,53.30%,,,SKIP - No Strategy,22,1
Disposal,18,Sam Berry,ADE,WBD,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,17.5,+20.7%,80.00%,,,SKIP - No Strategy,11,1
Disposal,18,Taylor Walker,ADE,WBD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11.5,-4.20%,33.30%,,,SKIP - No Strategy,15,-1
Disposal,18,Wayne Milera,ADE,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,17.5,-1.30%,60.00%,,,SKIP - No Strategy,12,1
Mark,18,Darcy Fogarty,ADE,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,-4.90%,46.70%,,,SKIP - No Strategy,7,-1
Mark,18,Jordan Dawson,ADE,WBD,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,-10.00%,50.00%,,,SKIP - No Strategy,4,1
Mark,18,Josh Worrell,ADE,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,+14.3%,56.20%,,,SKIP - No Strategy,8,-1
Mark,18,Mitchell Hinge,ADE,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,+0.0%,40.00%,,,SKIP - No Strategy,6,-1
Mark,18,Riley Thilthorpe,ADE,WBD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,+4.8%,56.20%,,,SKIP - No Strategy,9,-1
Mark,18,Taylor Walker,ADE,WBD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,-3.60%,46.70%,,,SKIP - No Strategy,9,-1
Tackle,18,Alex Neal-Bullen,ADE,WBD,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,4,+6.7%,43.80%,,,SKIP - No Strategy,4,0
Tackle,18,Ben Keays,ADE,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,+23.1%,62.50%,,,SKIP - No Strategy,1,1
Tackle,18,Brodie Smith,ADE,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,+92.9%,83.30%,,,SKIP - No Strategy,0,1
Tackle,18,Izak Rankine,ADE,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,3.5,-6.70%,37.50%,,,SKIP - No Strategy,4,-1
Tackle,18,Jake Soligo,ADE,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,+1.3%,43.80%,,,SKIP - No Strategy,9,-1
Tackle,18,James Peatling,ADE,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,4.5,-3.10%,50.00%,,,SKIP - No Strategy,2,1
Tackle,18,Jordan Dawson,ADE,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,6.5,-6.30%,43.80%,,,SKIP - No Strategy,8,-1
Mark,18,Aaron Naughton,WBD,ADE,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.5,+2.3%,62.50%,1,🥇,KeyF + Mark + Line >5.0 + No Easy DvP,5,1
Mark,18,Sam Darcy,WBD,ADE,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,7,+6.1%,40.00%,1,🥇,KeyF + Mark + Line >5.0 + No Easy DvP,5,1
Tackle,18,Max Holmes,GEE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,3.5,+0.0%,62.50%,2,🥇,Tackle + Strong Unders DvP + No Rain + Avg <15%,3,1
Disposal,18,Brandon Starcevich,BRL,CAR,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,10.5,+7.7%,75%,,,,9,1
Disposal,18,Callum Ah Chee,BRL,CAR,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,12.5,+4.2%,60%,,,,16,-1
Disposal,18,Cam Rayner,BRL,CAR,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,17.5,+12.4%,63%,,,,22,-1
Disposal,18,Charlie Cameron,BRL,CAR,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,10,+6.1%,50%,,,,9,1
Disposal,18,Darcy Wilmot,BRL,CAR,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17,-8%,50%,,,,31,-1
Disposal,18,Dayne Zorko,BRL,CAR,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,25,-7%,50%,,,,28,-1
Disposal,18,Eric Hipwood,BRL,CAR,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,10,-2%,56%,,,,10,0
Disposal,18,Harris Andrews,BRL,CAR,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,13.5,+0.9%,44%,,,,9,1
Disposal,18,Hugh McCluggage,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,26,-2%,44%,,,,18,1
Disposal,18,Jarrod Berry,BRL,CAR,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,20,+0.0%,53%,,,,23,-1
Disposal,18,Jaspa Fletcher,BRL,CAR,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,19.5,-4%,38%,,,,22,-1
Disposal,18,Josh Dunkley,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,23.5,-1%,50%,,,,28,-1
Disposal,18,Kai Lohmann,BRL,CAR,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,12,+38.9%,64%,,,,10,1
Disposal,18,Lachie Neale,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,25.5,-1%,50%,,,,31,-1
Disposal,18,Levi Ashcroft,BRL,CAR,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,19,-6%,25%,,,,14,1
Disposal,18,Logan Morris,BRL,CAR,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,10.5,+9.4%,53%,,,,11,-1
Disposal,18,Noah Answerth,BRL,CAR,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,13,-5%,38%,,,,7,1
Disposal,18,Ryan Lester,BRL,CAR,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,12.5,-5%,31%,,,,10,1
Disposal,18,Will Ashcroft,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,26.5,-2%,50%,,,,29,-1
Disposal,18,Zac Bailey,BRL,CAR,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,18.5,+2.1%,50%,,,,21,-1
Mark,18,Jaspa Fletcher,BRL,CAR,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5,-18%,25%,,,,11,-1
Mark,18,Charlie Cameron,BRL,CAR,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4,+1.8%,36%,,,,4,0
Mark,18,Darcy Wilmot,BRL,CAR,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5.5,+3.5%,44%,,,,14,-1
Mark,18,Eric Hipwood,BRL,CAR,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.5,-8%,50%,,,,4,1
Mark,18,Harris Andrews,BRL,CAR,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,7.5,+0.0%,50%,,,,7,1
Mark,18,Jarrod Berry,BRL,CAR,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6.5,+4.8%,53%,,,,10,-1
Mark,18,Logan Morris,BRL,CAR,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,-2%,47%,,,,6,-1
Mark,18,Noah Answerth,BRL,CAR,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5,-5%,31%,,,,1,1
Mark,18,Ryan Lester,BRL,CAR,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,4.5,-10%,44%,,,,4,1
Tackle,18,Will Ashcroft,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,2.5,-11%,50%,,,,4,-1
Tackle,18,Hugh McCluggage,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4.5,-14%,50%,,,,2,1
Tackle,18,Josh Dunkley,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6.5,-2%,56%,,,,13,-1
Tackle,18,Lachie Neale,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.5,2%,50%,,,,8,-1
Tackle,18,Tim English,WBD,ADE,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,3.5,+3.7%,56.20%,2,🥇,Tackle + Strong Unders DvP + No Rain + Avg <15%,3,1
Disposal,18,Adam Cerra,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,24.5,-3%,38%,,,,25,-1
Disposal,18,Charlie Curnow,CAR,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,12,+4.0%,33%,,,,14,-1
Disposal,18,George Hewett,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,27,-2%,38%,,,,33,-1
Disposal,18,Jesse Motlop,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,9,-9%,38%,,,,17,-1
Disposal,18,Lachlan Cowan,CAR,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,13.5,+29.5%,71%,,,,22,-1
Disposal,18,Nick Haynes,CAR,BRL,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16.5,+0.8%,31%,,,,23,-1
Disposal,18,Oliver Hollands,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,19,+3.1%,50%,,,,21,-1
Disposal,18,Orazio Fantasia,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,11,+1.9%,40%,,,,14,-1
Disposal,18,Patrick Cripps,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,23.5,+1.6%,44%,,,,26,-1
Mark,18,Lachlan Cowan,CAR,BRL,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,+26.0%,57%,,,,5,-1
Tackle,18,Adam Cerra,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,-9%,38%,,,,5,-1
Tackle,18,Patrick Cripps,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-1%,50%,,,,6,-1
Tackle,18,Tom De Koning,CAR,BRL,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,2.5,4%,47%,,,,4,-1
Mark,18,Charlie Curnow,CAR,BRL,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6,+1.1%,47%,,,,6,0
Mark,18,Oliver Hollands,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,-5%,38%,,,,5,0
Tackle,18,Cooper Lord,CAR,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-6%,53%,,,,3,0
Tackle,18,Jesse Motlop,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4,-2%,44%,,,,4,0
Disposal,18,Cooper Lord,CAR,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,16.5,+21.9%,67%,,,,5,1
Disposal,18,Jacob Weitering,CAR,BRL,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13.5,-9%,38%,,,,9,1
Disposal,18,Lachie Fogarty,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,12.5,+4.2%,64%,,,,7,1
Disposal,18,Mitch McGovern,CAR,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,15,+3.4%,44%,,,,12,1
Disposal,18,Sam Docherty,CAR,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,22.5,+8.4%,67%,,,,21,1
Disposal,18,Tom De Koning,CAR,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,18,-4%,40%,,,,14,1
Disposal,18,Zac Williams,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,+16.2%,67%,,,,14,1
Mark,18,Sam Docherty,CAR,BRL,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6.5,+0.0%,67%,,,,2,1
Mark,18,Jacob Weitering,CAR,BRL,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,7,-10%,31%,,,,4,1
Mark,18,Mitch McGovern,CAR,BRL,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,+8.1%,50%,,,,2,1
Tackle,18,George Hewett,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,-6%,31%,,,,3,1
Tackle,18,Lachie Fogarty,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,3.5,-16%,43%,,,,3,1
Tackle,18,Tom Atkins,GEE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,8.5,-13.90%,37.50%,2,🥇,Tackle + Strong Unders DvP + No Rain + Avg <15%,6,1
Disposal,18,Brayden Maynard,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,16.5,+8.7%,72.70%,,,SKIP - No Strategy,17,-1
Disposal,18,Dan Houston,COL,GCS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17.5,+3.9%,53.80%,,,SKIP - No Strategy,17,1
Disposal,18,Daniel McStay,COL,GCS,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,9.5,-3.20%,54.50%,,,SKIP - No Strategy,11,-1
Disposal,18,Darcy Moore,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,10,-8.50%,30.80%,,,SKIP - No Strategy,9,1
Disposal,18,Harry Perryman,COL,GCS,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,15.5,+0.0%,50.00%,,,SKIP - No Strategy,12,1
Disposal,18,Isaac Quaynor,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,14.5,+5.5%,56.20%,,,SKIP - No Strategy,17,-1
Disposal,18,Jack Crisp,COL,GCS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,18.5,-8.90%,37.50%,,,SKIP - No Strategy,19,-1
Disposal,18,Jamie Elliott,COL,GCS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,12,-4.00%,37.50%,,,SKIP - No Strategy,12,0
Disposal,18,Jeremy Howe,COL,GCS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,14,-1.90%,53.30%,,,SKIP - No Strategy,6,1
Disposal,18,Josh Daicos,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,28.5,+2.0%,43.80%,,,SKIP - No Strategy,32,-1
Disposal,18,Lachlan Sullivan,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,11.5,+4.5%,54.50%,,,SKIP - No Strategy,9,1
Disposal,18,Ned Long,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,19,+2.0%,43.80%,,,SKIP - No Strategy,12,1
Disposal,18,Nick Daicos,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,31.5,+5.2%,56.20%,,,SKIP - No Strategy,26,1
Disposal,18,Scott Pendlebury,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,23.5,-0.60%,50.00%,,,SKIP - No Strategy,17,1
Disposal,18,Steele Sidebottom,COL,GCS,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,21,-9.50%,28.60%,,,SKIP - No Strategy,13,1
Disposal,18,Tim Membrey,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,11,+7.8%,66.70%,,,SKIP - No Strategy,12,-1
Disposal,18,Tom Mitchell,COL,GCS,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,24,-7.70%,0.00%,,,SKIP - No Strategy,20,1
Disposal,18,Will Hoskin-Elliott,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,10.5,+14.7%,53.80%,,,SKIP - No Strategy,13,-1
Mark,18,Brayden Maynard,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,-8.30%,36.40%,,,SKIP - No Strategy,5,-1
Mark,18,Dan Houston,COL,GCS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,4.5,+8.3%,61.50%,,,SKIP - No Strategy,1,1
Mark,18,Daniel McStay,COL,GCS,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,4,+12.8%,45.50%,,,SKIP - No Strategy,6,-1
Mark,18,Darcy Cameron,COL,GCS,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,4.5,-16.30%,37.50%,,,SKIP - No Strategy,1,1
Mark,18,Darcy Moore,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,-11.90%,30.80%,,,SKIP - No Strategy,4,0
Mark,18,Harry Perryman,COL,GCS,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,3.5,-5.10%,50.00%,,,SKIP - No Strategy,3,1
Mark,18,Isaac Quaynor,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.5,-8.90%,43.80%,,,SKIP - No Strategy,0,1
Mark,18,Jamie Elliott,COL,GCS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5,-2.40%,31.20%,,,SKIP - No Strategy,4,1
Mark,18,Jeremy Howe,COL,GCS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,5,+4.2%,40.00%,,,SKIP - No Strategy,1,1
Mark,18,Josh Daicos,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.5,-12.20%,50.00%,,,SKIP - No Strategy,4,1
Mark,18,Scott Pendlebury,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,4.5,-4.50%,64.30%,,,SKIP - No Strategy,2,1
Mark,18,Tim Membrey,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,4,-10.40%,33.30%,,,SKIP - No Strategy,5,-1
Mark,18,Will Hoskin-Elliott,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,3.5,-1.10%,46.20%,,,SKIP - No Strategy,2,1
Tackle,18,Jack Crisp,COL,GCS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,5,+9.6%,43.80%,,,SKIP - No Strategy,8,-1
Tackle,18,Lachlan Sullivan,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,3.5,+20.3%,54.50%,,,SKIP - No Strategy,3,1
Tackle,18,Ned Long,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,-0.90%,37.50%,,,SKIP - No Strategy,8,-1
Tackle,18,Nick Daicos,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.5,-8.20%,56.20%,,,SKIP - No Strategy,1,1
Tackle,18,Scott Pendlebury,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4.5,+8.6%,57.10%,,,SKIP - No Strategy,1,1
Disposal,18,Andrew McGrath,ESS,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,22.5,+4.2%,53.30%,,,SKIP - No Strategy,22,1
Disposal,18,Angus Clarke,ESS,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,15,+5.9%,66.70%,,,SKIP - No Strategy,6,1
Disposal,18,Archer May,ESS,RIC,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,10.5,+8.6%,66.70%,,,SKIP - No Strategy,11,-1
Disposal,18,Archie Roberts,ESS,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,24,+2.6%,46.70%,,,SKIP - No Strategy,31,-1
Disposal,18,Ben Hobbs,ESS,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,16,+3.7%,57.10%,,,SKIP - No Strategy,18,-1
Disposal,18,Isaac Kako,ESS,RIC,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,13,+18.9%,73.30%,,,SKIP - No Strategy,12,1
Disposal,18,Jaxon Prior,ESS,RIC,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,17.5,+10.3%,66.70%,,,SKIP - No Strategy,14,1
Disposal,18,Jayden Laverde,ESS,RIC,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,16.5,+9.0%,42.90%,,,SKIP - No Strategy,20,-1
Disposal,18,Jordan Ridley,ESS,RIC,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,22,+30.5%,71.40%,,,SKIP - No Strategy,20,1
Disposal,18,Luamon Lual,ESS,RIC,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,10,+2.6%,50.00%,,,SKIP - No Strategy,7,1
Disposal,18,Nate Caddy,ESS,RIC,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,12.5,+10.3%,66.70%,,,SKIP - No Strategy,4,1
Disposal,18,Nic Martin,ESS,RIC,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,28,+9.4%,66.70%,,,SKIP - No Strategy,5,1
Disposal,18,Peter Wright,ESS,RIC,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,13,+1.4%,54.50%,,,SKIP - No Strategy,7,1
Disposal,18,Sam Durham,ESS,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,23.5,+3.2%,46.20%,,,SKIP - No Strategy,22,1
Disposal,18,Todd Goldstein,ESS,RIC,Ruck,✅ Neutral,✅ Neutral,🔷 Moderate Easy,12,-0.90%,66.70%,,,SKIP - No Strategy,16,-1
Disposal,18,Will Setterfield,ESS,RIC,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,22,+0.0%,58.30%,,,SKIP - No Strategy,18,1
Disposal,18,Xavier Duursma,ESS,RIC,Wing,✅ Neutral,✅ Neutral,🔷 Moderate Easy,20.5,+5.7%,73.30%,,,SKIP - No Strategy,22,-1
Disposal,18,Zach Merrett,ESS,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,29.5,+4.6%,60.00%,,,SKIP - No Strategy,31,-1
Disposal,18,Zak Johnson,ESS,RIC,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,17.5,+5.4%,60.00%,,,SKIP - No Strategy,11,1
Mark,18,Archie Roberts,ESS,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,6,+8.4%,40.00%,,,SKIP - No Strategy,7,-1
Mark,18,Jaxon Prior,ESS,RIC,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,6,+20.0%,60.00%,,,SKIP - No Strategy,5,1
Mark,18,Jayden Laverde,ESS,RIC,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,7.5,+7.1%,71.40%,,,SKIP - No Strategy,9,-1
Mark,18,Nic Martin,ESS,RIC,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,9,+21.6%,60.00%,,,SKIP - No Strategy,0,1
Mark,18,Peter Wright,ESS,RIC,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,+10.0%,63.60%,,,SKIP - No Strategy,4,1
Mark,18,Xavier Duursma,ESS,RIC,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,6,+16.9%,73.30%,,,SKIP - No Strategy,6,0
Tackle,18,Archer May,ESS,RIC,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,2.5,-16.70%,0.00%,,,SKIP - No Strategy,3,-1
Tackle,18,Ben Hobbs,ESS,RIC,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,+9.8%,42.90%,,,SKIP - No Strategy,6,-1
Tackle,18,Luamon Lual,ESS,RIC,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,2,-11.10%,50.00%,,,SKIP - No Strategy,2,0
Tackle,18,Sam Durham,ESS,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4,-1.90%,30.80%,,,SKIP - No Strategy,6,-1
Tackle,18,Will Setterfield,ESS,RIC,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,8,+7.9%,41.70%,,,SKIP - No Strategy,7,1
Tackle,18,Zach Merrett,ESS,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4.5,+20.5%,60.00%,,,SKIP - No Strategy,3,1
Disposal,18,Andrew Brayshaw,FRE,HAW,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,29,+4.0%,37.50%,,,SKIP - No Strategy,29,0
Disposal,18,Bailey Banfield,FRE,HAW,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,13,+6.3%,38.50%,,,SKIP - No Strategy,5,1
Disposal,18,Brennan Cox,FRE,HAW,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,11,-1.70%,43.80%,,,SKIP - No Strategy,8,1
Disposal,18,Caleb Serong,FRE,HAW,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,28.5,+3.9%,50.00%,,,SKIP - No Strategy,29,-1
Disposal,18,Corey Wagner,FRE,HAW,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,16.5,+5.7%,61.50%,,,SKIP - No Strategy,18,-1
Disposal,18,Heath Chapman,FRE,HAW,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,14.5,+4.1%,60.00%,,,SKIP - No Strategy,12,1
Disposal,18,Jaeger O'Meara,FRE,HAW,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,18.5,-9.00%,50.00%,,,SKIP - No Strategy,9,1
Disposal,18,Jordan Clark,FRE,HAW,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,24,-0.50%,50.00%,,,SKIP - No Strategy,31,-1
Disposal,18,Josh Treacy,FRE,HAW,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,11.5,+1.7%,56.20%,,,SKIP - No Strategy,13,-1
Disposal,18,Jye Amiss,FRE,HAW,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,8,+4.9%,43.80%,,,SKIP - No Strategy,8,0
Disposal,18,Karl Worner,FRE,HAW,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,14,+1.4%,46.70%,,,SKIP - No Strategy,12,1
Disposal,18,Luke Jackson,FRE,HAW,Ruck,✅ Neutral,✅ Neutral,🔹 Slight Easy,15.5,-13.10%,30.80%,,,SKIP - No Strategy,13,1
